slot_id,doctor_record_id,appointment_date,slot_start,slot_end,slot_status
100087,2,2026-06-13,15:20,15:30,AVAILABLE
100088,2,2026-06-13,15:30,15:40,AVAILABLE
100089,2,2026-06-13,15:40,15:50,AVAILABLE
100090,2,2026-06-13,15:50,16:00,AVAILABLE
100091,2,2026-06-13,16:00,16:10,AVAILABLE
100092,2,2026-06-13,16:10,16:20,AVAILABLE
100093,2,2026-06-13,16:20,16:30,AVAILABLE
100094,2,2026-06-13,16:30,16:40,AVAILABLE
100095,2,2026-06-13,16:40,16:50,AVAILABLE
100096,2,2026-06-13,16:50,17:00,AVAILABLE
100097,3,2026-06-13,09:00,09:10,AVAILABLE
100098,3,2026-06-13,09:10,09:20,BOOKED
100099,3,2026-06-13,09:20,09:30,AVAILABLE
100100,3,2026-06-13,09:30,09:40,AVAILABLE
100101,3,2026-06-13,09:40,09:50,AVAILABLE
100102,3,2026-06-13,09:50,10:00,AVAILABLE
100103,3,2026-06-13,10:00,10:10,BOOKED
100104,3,2026-06-13,10:10,10:20,AVAILABLE
100105,3,2026-06-13,10:20,10:30,AVAILABLE
100106,3,2026-06-13,10:30,10:40,AVAILABLE
100107,3,2026-06-13,10:40,10:50,AVAILABLE
100108,3,2026-06-13,10:50,11:00,AVAILABLE
100109,3,2026-06-13,11:00,11:10,AVAILABLE
100110,3,2026-06-13,11:10,11:20,AVAILABLE
100111,3,2026-06-13,11:20,11:30,AVAILABLE
100112,3,2026-06-13,11:30,11:40,AVAILABLE
100113,3,2026-06-13,11:40,11:50,AVAILABLE
100114,3,2026-06-13,11:50,12:00,AVAILABLE
100115,3,2026-06-13,12:00,12:10,AVAILABLE
100116,3,2026-06-13,12:10,12:20,BOOKED
100117,3,2026-06-13,12:20,12:30,AVAILABLE
100118,3,2026-06-13,12:30,12:40,AVAILABLE
100119,3,2026-06-13,12:40,12:50,AVAILABLE
100120,3,2026-06-13,12:50,13:00,AVAILABLE
100121,3,2026-06-13,13:00,13:10,AVAILABLE
100122,3,2026-06-13,13:10,13:20,AVAILABLE
100123,3,2026-06-13,13:20,13:30,BOOKED
100124,3,2026-06-13,13:30,13:40,AVAILABLE
100125,3,2026-06-13,13:40,13:50,AVAILABLE
100126,3,2026-06-13,13:50,14:00,AVAILABLE
100127,3,2026-06-13,14:00,14:10,AVAILABLE
100128,3,2026-06-13,14:10,14:20,AVAILABLE
100129,3,2026-06-13,14:20,14:30,AVAILABLE
100130,3,2026-06-13,14:30,14:40,AVAILABLE
100131,3,2026-06-13,14:40,14:50,AVAILABLE
100132,3,2026-06-13,14:50,15:00,AVAILABLE
100133,3,2026-06-13,15:00,15:10,AVAILABLE
100134,3,2026-06-13,15:10,15:20,AVAILABLE
100135,3,2026-06-13,15:20,15:30,AVAILABLE
100136,3,2026-06-13,15:30,15:40,AVAILABLE
100137,3,2026-06-13,15:40,15:50,AVAILABLE
100138,3,2026-06-13,15:50,16:00,AVAILABLE
100139,3,2026-06-13,16:00,16:10,AVAILABLE
100140,3,2026-06-13,16:10,16:20,AVAILABLE
100141,3,2026-06-13,16:20,16:30,AVAILABLE
100142,3,2026-06-13,16:30,16:40,AVAILABLE
100143,3,2026-06-13,16:40,16:50,BOOKED
100144,3,2026-06-13,16:50,17:00,AVAILABLE
100145,4,2026-06-13,09:00,09:10,AVAILABLE
100146,4,2026-06-13,09:10,09:20,AVAILABLE
100147,4,2026-06-13,09:20,09:30,AVAILABLE
100148,4,2026-06-13,09:30,09:40,AVAILABLE
100149,4,2026-06-13,09:40,09:50,AVAILABLE
100150,4,2026-06-13,09:50,10:00,AVAILABLE
100151,4,2026-06-13,10:00,10:10,AVAILABLE
100152,4,2026-06-13,10:10,10:20,BOOKED
100153,4,2026-06-13,10:20,10:30,AVAILABLE
100154,4,2026-06-13,10:30,10:40,AVAILABLE
100155,4,2026-06-13,10:40,10:50,AVAILABLE
100156,4,2026-06-13,10:50,11:00,AVAILABLE
100157,4,2026-06-13,11:00,11:10,AVAILABLE
100158,4,2026-06-13,11:10,11:20,AVAILABLE
100159,4,2026-06-13,11:20,11:30,BOOKED
100160,4,2026-06-13,11:30,11:40,BOOKED
100161,4,2026-06-13,11:40,11:50,AVAILABLE
100162,4,2026-06-13,11:50,12:00,BOOKED
100163,4,2026-06-13,12:00,12:10,AVAILABLE
100164,4,2026-06-13,12:10,12:20,AVAILABLE
100165,4,2026-06-13,12:20,12:30,AVAILABLE
100166,4,2026-06-13,12:30,12:40,AVAILABLE
100167,4,2026-06-13,12:40,12:50,AVAILABLE
100168,4,2026-06-13,12:50,13:00,AVAILABLE
100169,4,2026-06-13,13:00,13:10,AVAILABLE
100170,4,2026-06-13,13:10,13:20,AVAILABLE
100171,4,2026-06-13,13:20,13:30,AVAILABLE
100172,4,2026-06-13,13:30,13:40,AVAILABLE
100173,4,2026-06-13,13:40,13:50,AVAILABLE
100174,4,2026-06-13,13:50,14:00,AVAILABLE
100175,4,2026-06-13,14:00,14:10,AVAILABLE
100176,4,2026-06-13,14:10,14:20,AVAILABLE
100177,4,2026-06-13,14:20,14:30,AVAILABLE
100178,4,2026-06-13,14:30,14:40,AVAILABLE
100179,4,2026-06-13,14:40,14:50,AVAILABLE
100180,4,2026-06-13,14:50,15:00,AVAILABLE
100181,4,2026-06-13,15:00,15:10,AVAILABLE
100182,4,2026-06-13,15:10,15:20,AVAILABLE
100183,4,2026-06-13,15:20,15:30,AVAILABLE
100184,4,2026-06-13,15:30,15:40,AVAILABLE
100185,4,2026-06-13,15:40,15:50,AVAILABLE
100186,4,2026-06-13,15:50,16:00,AVAILABLE
100187,4,2026-06-13,16:00,16:10,AVAILABLE
100188,4,2026-06-13,16:10,16:20,AVAILABLE
100189,4,2026-06-13,16:20,16:30,AVAILABLE
100190,4,2026-06-13,16:30,16:40,AVAILABLE
100191,4,2026-06-13,16:40,16:50,AVAILABLE
100192,4,2026-06-13,16:50,17:00,AVAILABLE
100193,5,2026-06-13,09:00,09:10,AVAILABLE
100194,5,2026-06-13,09:10,09:20,BOOKED
100195,5,2026-06-13,09:20,09:30,AVAILABLE
100196,5,2026-06-13,09:30,09:40,AVAILABLE
100197,5,2026-06-13,09:40,09:50,AVAILABLE
100198,5,2026-06-13,09:50,10:00,AVAILABLE
100199,5,2026-06-13,10:00,10:10,AVAILABLE
100200,5,2026-06-13,10:10,10:20,AVAILABLE
100201,5,2026-06-13,10:20,10:30,AVAILABLE
100202,5,2026-06-13,10:30,10:40,AVAILABLE
100203,5,2026-06-13,10:40,10:50,AVAILABLE
100204,5,2026-06-13,10:50,11:00,AVAILABLE
100205,5,2026-06-13,11:00,11:10,AVAILABLE
100206,5,2026-06-13,11:10,11:20,AVAILABLE
100207,5,2026-06-13,11:20,11:30,AVAILABLE
100208,5,2026-06-13,11:30,11:40,AVAILABLE
100209,5,2026-06-13,11:40,11:50,AVAILABLE
100210,5,2026-06-13,11:50,12:00,AVAILABLE
100211,5,2026-06-13,12:00,12:10,AVAILABLE
100212,5,2026-06-13,12:10,12:20,AVAILABLE
100213,5,2026-06-13,12:20,12:30,AVAILABLE
100214,5,2026-06-13,12:30,12:40,AVAILABLE
100215,5,2026-06-13,12:40,12:50,AVAILABLE
100216,5,2026-06-13,12:50,13:00,AVAILABLE
100217,5,2026-06-13,13:00,13:10,AVAILABLE
100218,5,2026-06-13,13:10,13:20,AVAILABLE
100219,5,2026-06-13,13:20,13:30,AVAILABLE
100220,5,2026-06-13,13:30,13:40,AVAILABLE
100221,5,2026-06-13,13:40,13:50,AVAILABLE
100222,5,2026-06-13,13:50,14:00,AVAILABLE
100223,5,2026-06-13,14:00,14:10,AVAILABLE
100224,5,2026-06-13,14:10,14:20,AVAILABLE
100225,5,2026-06-13,14:20,14:30,AVAILABLE
100226,5,2026-06-13,14:30,14:40,AVAILABLE
100227,5,2026-06-13,14:40,14:50,BOOKED
100228,5,2026-06-13,14:50,15:00,AVAILABLE
100229,5,2026-06-13,15:00,15:10,AVAILABLE
100230,5,2026-06-13,15:10,15:20,AVAILABLE
100231,5,2026-06-13,15:20,15:30,AVAILABLE
100232,5,2026-06-13,15:30,15:40,AVAILABLE
100233,5,2026-06-13,15:40,15:50,AVAILABLE
100234,5,2026-06-13,15:50,16:00,AVAILABLE
100235,5,2026-06-13,16:00,16:10,AVAILABLE
100236,5,2026-06-13,16:10,16:20,AVAILABLE
100237,5,2026-06-13,16:20,16:30,AVAILABLE
100238,5,2026-06-13,16:30,16:40,AVAILABLE
100239,5,2026-06-13,16:40,16:50,AVAILABLE
100240,5,2026-06-13,16:50,17:00,AVAILABLE
100241,6,2026-06-13,09:00,09:10,AVAILABLE
100242,6,2026-06-13,09:10,09:20,AVAILABLE
100243,6,2026-06-13,09:20,09:30,AVAILABLE
100244,6,2026-06-13,09:30,09:40,AVAILABLE
100245,6,2026-06-13,09:40,09:50,AVAILABLE
100246,6,2026-06-13,09:50,10:00,AVAILABLE
100247,6,2026-06-13,10:00,10:10,AVAILABLE
100248,6,2026-06-13,10:10,10:20,AVAILABLE
100249,6,2026-06-13,10:20,10:30,AVAILABLE
100250,6,2026-06-13,10:30,10:40,AVAILABLE
100251,6,2026-06-13,10:40,10:50,AVAILABLE
100252,6,2026-06-13,10:50,11:00,AVAILABLE
100253,6,2026-06-13,11:00,11:10,AVAILABLE
100254,6,2026-06-13,11:10,11:20,AVAILABLE
100255,6,2026-06-13,11:20,11:30,AVAILABLE
100256,6,2026-06-13,11:30,11:40,AVAILABLE
100257,6,2026-06-13,11:40,11:50,BOOKED
100258,6,2026-06-13,11:50,12:00,AVAILABLE
100259,6,2026-06-13,12:00,12:10,AVAILABLE
100260,6,2026-06-13,12:10,12:20,AVAILABLE
100261,6,2026-06-13,12:20,12:30,AVAILABLE
100262,6,2026-06-13,12:30,12:40,AVAILABLE
100263,6,2026-06-13,12:40,12:50,AVAILABLE
100264,6,2026-06-13,12:50,13:00,AVAILABLE
100265,6,2026-06-13,13:00,13:10,AVAILABLE
100266,6,2026-06-13,13:10,13:20,AVAILABLE
100267,6,2026-06-13,13:20,13:30,AVAILABLE
100268,6,2026-06-13,13:30,13:40,AVAILABLE
100269,6,2026-06-13,13:40,13:50,AVAILABLE
100270,6,2026-06-13,13:50,14:00,AVAILABLE
100271,6,2026-06-13,14:00,14:10,AVAILABLE
100272,6,2026-06-13,14:10,14:20,AVAILABLE
100273,6,2026-06-13,14:20,14:30,AVAILABLE
100274,6,2026-06-13,14:30,14:40,AVAILABLE
100275,6,2026-06-13,14:40,14:50,AVAILABLE
100276,6,2026-06-13,14:50,15:00,AVAILABLE
100277,6,2026-06-13,15:00,15:10,AVAILABLE
100278,6,2026-06-13,15:10,15:20,AVAILABLE
100279,6,2026-06-13,15:20,15:30,AVAILABLE
100280,6,2026-06-13,15:30,15:40,AVAILABLE
100281,6,2026-06-13,15:40,15:50,AVAILABLE
100282,6,2026-06-13,15:50,16:00,AVAILABLE
100283,6,2026-06-13,16:00,16:10,AVAILABLE
100284,6,2026-06-13,16:10,16:20,AVAILABLE
100285,6,2026-06-13,16:20,16:30,AVAILABLE
100286,6,2026-06-13,16:30,16:40,AVAILABLE
100287,6,2026-06-13,16:40,16:50,AVAILABLE
100288,6,2026-06-13,16:50,17:00,AVAILABLE
100289,7,2026-06-13,09:00,09:10,AVAILABLE
100290,7,2026-06-13,09:10,09:20,AVAILABLE
100291,7,2026-06-13,09:20,09:30,AVAILABLE
100292,7,2026-06-13,09:30,09:40,BOOKED
100293,7,2026-06-13,09:40,09:50,AVAILABLE
100294,7,2026-06-13,09:50,10:00,AVAILABLE
100295,7,2026-06-13,10:00,10:10,AVAILABLE
100296,7,2026-06-13,10:10,10:20,AVAILABLE
100297,7,2026-06-13,10:20,10:30,AVAILABLE
100298,7,2026-06-13,10:30,10:40,AVAILABLE
100299,7,2026-06-13,10:40,10:50,AVAILABLE
100300,7,2026-06-13,10:50,11:00,AVAILABLE
100301,7,2026-06-13,11:00,11:10,AVAILABLE
100302,7,2026-06-13,11:10,11:20,BOOKED
100303,7,2026-06-13,11:20,11:30,AVAILABLE
100304,7,2026-06-13,11:30,11:40,AVAILABLE
100305,7,2026-06-13,11:40,11:50,AVAILABLE
100306,7,2026-06-13,11:50,12:00,AVAILABLE
100307,7,2026-06-13,12:00,12:10,AVAILABLE
100308,7,2026-06-13,12:10,12:20,AVAILABLE
100309,7,2026-06-13,12:20,12:30,AVAILABLE
100310,7,2026-06-13,12:30,12:40,AVAILABLE
100311,7,2026-06-13,12:40,12:50,AVAILABLE
100312,7,2026-06-13,12:50,13:00,AVAILABLE
100313,7,2026-06-13,13:00,13:10,AVAILABLE
100314,7,2026-06-13,13:10,13:20,AVAILABLE
100315,7,2026-06-13,13:20,13:30,AVAILABLE
100316,7,2026-06-13,13:30,13:40,AVAILABLE
100317,7,2026-06-13,13:40,13:50,AVAILABLE
100318,7,2026-06-13,13:50,14:00,AVAILABLE
100319,7,2026-06-13,14:00,14:10,AVAILABLE
100320,7,2026-06-13,14:10,14:20,AVAILABLE
100321,7,2026-06-13,14:20,14:30,AVAILABLE
100322,7,2026-06-13,14:30,14:40,AVAILABLE
100323,7,2026-06-13,14:40,14:50,AVAILABLE
100324,7,2026-06-13,14:50,15:00,AVAILABLE
100325,7,2026-06-13,15:00,15:10,AVAILABLE
100326,7,2026-06-13,15:10,15:20,AVAILABLE
100327,7,2026-06-13,15:20,15:30,AVAILABLE
100328,7,2026-06-13,15:30,15:40,AVAILABLE
100329,7,2026-06-13,15:40,15:50,AVAILABLE
100330,7,2026-06-13,15:50,16:00,AVAILABLE
100331,7,2026-06-13,16:00,16:10,AVAILABLE
100332,7,2026-06-13,16:10,16:20,AVAILABLE
100333,7,2026-06-13,16:20,16:30,AVAILABLE
100334,7,2026-06-13,16:30,16:40,AVAILABLE
100335,7,2026-06-13,16:40,16:50,AVAILABLE
100336,7,2026-06-13,16:50,17:00,AVAILABLE
100337,8,2026-06-13,09:00,09:10,BOOKED
100338,8,2026-06-13,09:10,09:20,AVAILABLE
100339,8,2026-06-13,09:20,09:30,AVAILABLE
100340,8,2026-06-13,09:30,09:40,AVAILABLE
100341,8,2026-06-13,09:40,09:50,AVAILABLE
100342,8,2026-06-13,09:50,10:00,AVAILABLE
100343,8,2026-06-13,10:00,10:10,AVAILABLE
100344,8,2026-06-13,10:10,10:20,AVAILABLE
100345,8,2026-06-13,10:20,10:30,AVAILABLE
100346,8,2026-06-13,10:30,10:40,AVAILABLE
100347,8,2026-06-13,10:40,10:50,BOOKED
100348,8,2026-06-13,10:50,11:00,AVAILABLE
100349,8,2026-06-13,11:00,11:10,AVAILABLE
100350,8,2026-06-13,11:10,11:20,AVAILABLE
100351,8,2026-06-13,11:20,11:30,AVAILABLE
100352,8,2026-06-13,11:30,11:40,AVAILABLE
100353,8,2026-06-13,11:40,11:50,AVAILABLE
100354,8,2026-06-13,11:50,12:00,BOOKED
100355,8,2026-06-13,12:00,12:10,AVAILABLE
100356,8,2026-06-13,12:10,12:20,AVAILABLE
100357,8,2026-06-13,12:20,12:30,AVAILABLE
100358,8,2026-06-13,12:30,12:40,AVAILABLE
100359,8,2026-06-13,12:40,12:50,AVAILABLE
100360,8,2026-06-13,12:50,13:00,AVAILABLE
100361,8,2026-06-13,13:00,13:10,AVAILABLE
100362,8,2026-06-13,13:10,13:20,AVAILABLE
100363,8,2026-06-13,13:20,13:30,AVAILABLE
100364,8,2026-06-13,13:30,13:40,AVAILABLE
100365,8,2026-06-13,13:40,13:50,AVAILABLE
100366,8,2026-06-13,13:50,14:00,AVAILABLE
100367,8,2026-06-13,14:00,14:10,AVAILABLE
100368,8,2026-06-13,14:10,14:20,AVAILABLE
100369,8,2026-06-13,14:20,14:30,AVAILABLE
100370,8,2026-06-13,14:30,14:40,AVAILABLE
100371,8,2026-06-13,14:40,14:50,AVAILABLE
100372,8,2026-06-13,14:50,15:00,AVAILABLE
100373,8,2026-06-13,15:00,15:10,AVAILABLE
100374,8,2026-06-13,15:10,15:20,AVAILABLE
100375,8,2026-06-13,15:20,15:30,AVAILABLE
100376,8,2026-06-13,15:30,15:40,AVAILABLE
100377,8,2026-06-13,15:40,15:50,AVAILABLE
100378,8,2026-06-13,15:50,16:00,AVAILABLE
100379,8,2026-06-13,16:00,16:10,AVAILABLE
100380,8,2026-06-13,16:10,16:20,AVAILABLE
100381,8,2026-06-13,16:20,16:30,AVAILABLE
100382,8,2026-06-13,16:30,16:40,AVAILABLE
100383,8,2026-06-13,16:40,16:50,AVAILABLE
100384,8,2026-06-13,16:50,17:00,AVAILABLE
100385,9,2026-06-13,09:00,09:10,AVAILABLE
100386,9,2026-06-13,09:10,09:20,BOOKED
100387,9,2026-06-13,09:20,09:30,AVAILABLE
100388,9,2026-06-13,09:30,09:40,AVAILABLE
100389,9,2026-06-13,09:40,09:50,AVAILABLE
100390,9,2026-06-13,09:50,10:00,AVAILABLE
100391,9,2026-06-13,10:00,10:10,AVAILABLE
100392,9,2026-06-13,10:10,10:20,AVAILABLE
100393,9,2026-06-13,10:20,10:30,AVAILABLE
100394,9,2026-06-13,10:30,10:40,BOOKED
100395,9,2026-06-13,10:40,10:50,AVAILABLE
100396,9,2026-06-13,10:50,11:00,AVAILABLE
100397,9,2026-06-13,11:00,11:10,AVAILABLE
100398,9,2026-06-13,11:10,11:20,AVAILABLE
100399,9,2026-06-13,11:20,11:30,AVAILABLE
100400,9,2026-06-13,11:30,11:40,AVAILABLE
100401,9,2026-06-13,11:40,11:50,AVAILABLE
100402,9,2026-06-13,11:50,12:00,AVAILABLE
100403,9,2026-06-13,12:00,12:10,AVAILABLE
100404,9,2026-06-13,12:10,12:20,AVAILABLE
100405,9,2026-06-13,12:20,12:30,AVAILABLE
100406,9,2026-06-13,12:30,12:40,AVAILABLE
100407,9,2026-06-13,12:40,12:50,AVAILABLE
100408,9,2026-06-13,12:50,13:00,AVAILABLE
100409,9,2026-06-13,13:00,13:10,AVAILABLE
100410,9,2026-06-13,13:10,13:20,AVAILABLE
100411,9,2026-06-13,13:20,13:30,AVAILABLE
100412,9,2026-06-13,13:30,13:40,AVAILABLE
100413,9,2026-06-13,13:40,13:50,AVAILABLE
100414,9,2026-06-13,13:50,14:00,AVAILABLE
100415,9,2026-06-13,14:00,14:10,AVAILABLE
100416,9,2026-06-13,14:10,14:20,BOOKED
100417,9,2026-06-13,14:20,14:30,AVAILABLE
100418,9,2026-06-13,14:30,14:40,AVAILABLE
100419,9,2026-06-13,14:40,14:50,AVAILABLE
100420,9,2026-06-13,14:50,15:00,AVAILABLE
100421,9,2026-06-13,15:00,15:10,AVAILABLE
100422,9,2026-06-13,15:10,15:20,BOOKED
100423,9,2026-06-13,15:20,15:30,AVAILABLE
100424,9,2026-06-13,15:30,15:40,AVAILABLE
100425,9,2026-06-13,15:40,15:50,AVAILABLE
100426,9,2026-06-13,15:50,16:00,AVAILABLE
100427,9,2026-06-13,16:00,16:10,AVAILABLE
100428,9,2026-06-13,16:10,16:20,AVAILABLE
100429,9,2026-06-13,16:20,16:30,AVAILABLE
100430,9,2026-06-13,16:30,16:40,AVAILABLE
100431,9,2026-06-13,16:40,16:50,BOOKED
100432,9,2026-06-13,16:50,17:00,BOOKED
100433,10,2026-06-13,09:00,09:10,AVAILABLE
100434,10,2026-06-13,09:10,09:20,AVAILABLE
100435,10,2026-06-13,09:20,09:30,AVAILABLE
100436,10,2026-06-13,09:30,09:40,AVAILABLE
100437,10,2026-06-13,09:40,09:50,AVAILABLE
100438,10,2026-06-13,09:50,10:00,BOOKED
100439,10,2026-06-13,10:00,10:10,BOOKED
100440,10,2026-06-13,10:10,10:20,AVAILABLE
100441,10,2026-06-13,10:20,10:30,AVAILABLE
100442,10,2026-06-13,10:30,10:40,AVAILABLE
100443,10,2026-06-13,10:40,10:50,AVAILABLE
100444,10,2026-06-13,10:50,11:00,AVAILABLE
100445,10,2026-06-13,11:00,11:10,AVAILABLE
100446,10,2026-06-13,11:10,11:20,AVAILABLE
100447,10,2026-06-13,11:20,11:30,AVAILABLE
100448,10,2026-06-13,11:30,11:40,AVAILABLE
100449,10,2026-06-13,11:40,11:50,AVAILABLE
100450,10,2026-06-13,11:50,12:00,AVAILABLE
100451,10,2026-06-13,12:00,12:10,AVAILABLE
100452,10,2026-06-13,12:10,12:20,AVAILABLE
100453,10,2026-06-13,12:20,12:30,AVAILABLE
100454,10,2026-06-13,12:30,12:40,AVAILABLE
100455,10,2026-06-13,12:40,12:50,AVAILABLE
100456,10,2026-06-13,12:50,13:00,AVAILABLE
100457,10,2026-06-13,13:00,13:10,AVAILABLE
100458,10,2026-06-13,13:10,13:20,AVAILABLE
100459,10,2026-06-13,13:20,13:30,AVAILABLE
100460,10,2026-06-13,13:30,13:40,AVAILABLE
100461,10,2026-06-13,13:40,13:50,AVAILABLE
100462,10,2026-06-13,13:50,14:00,AVAILABLE
100463,10,2026-06-13,14:00,14:10,AVAILABLE
100464,10,2026-06-13,14:10,14:20,BOOKED
100465,10,2026-06-13,14:20,14:30,AVAILABLE
100466,10,2026-06-13,14:30,14:40,AVAILABLE
100467,10,2026-06-13,14:40,14:50,AVAILABLE
100468,10,2026-06-13,14:50,15:00,AVAILABLE
100469,10,2026-06-13,15:00,15:10,AVAILABLE
100470,10,2026-06-13,15:10,15:20,AVAILABLE
100471,10,2026-06-13,15:20,15:30,AVAILABLE
100472,10,2026-06-13,15:30,15:40,AVAILABLE
100473,10,2026-06-13,15:40,15:50,AVAILABLE
100474,10,2026-06-13,15:50,16:00,AVAILABLE
100475,10,2026-06-13,16:00,16:10,AVAILABLE
100476,10,2026-06-13,16:10,16:20,AVAILABLE
100477,10,2026-06-13,16:20,16:30,AVAILABLE
100478,10,2026-06-13,16:30,16:40,AVAILABLE
100479,10,2026-06-13,16:40,16:50,AVAILABLE
100480,10,2026-06-13,16:50,17:00,AVAILABLE
100481,11,2026-06-13,09:00,09:10,AVAILABLE
100482,11,2026-06-13,09:10,09:20,AVAILABLE
100483,11,2026-06-13,09:20,09:30,AVAILABLE
100484,11,2026-06-13,09:30,09:40,AVAILABLE
100485,11,2026-06-13,09:40,09:50,BOOKED
100486,11,2026-06-13,09:50,10:00,AVAILABLE
100487,11,2026-06-13,10:00,10:10,AVAILABLE
100488,11,2026-06-13,10:10,10:20,AVAILABLE
100489,11,2026-06-13,10:20,10:30,AVAILABLE
100490,11,2026-06-13,10:30,10:40,AVAILABLE
100491,11,2026-06-13,10:40,10:50,AVAILABLE
100492,11,2026-06-13,10:50,11:00,AVAILABLE
100493,11,2026-06-13,11:00,11:10,AVAILABLE
100494,11,2026-06-13,11:10,11:20,AVAILABLE
100495,11,2026-06-13,11:20,11:30,AVAILABLE
100496,11,2026-06-13,11:30,11:40,AVAILABLE
100497,11,2026-06-13,11:40,11:50,AVAILABLE
100498,11,2026-06-13,11:50,12:00,AVAILABLE
100499,11,2026-06-13,12:00,12:10,AVAILABLE
100500,11,2026-06-13,12:10,12:20,AVAILABLE
